chamado_id,data_abertura,canal,categoria,subcategoria,estado,cidade,duracao_minutos,resolvido_primeiro_contato,encaminhado_humano,satisfacao_1_a_5,plano_atual,resumo_atendimento
CHM-10105,2026-07-15,app,FATURA,Contestação de valor,pe,Olinda,11,N,N,2,Conecta Básico,Cliente contesta valor acima do esperado e pede revisão.
CHM-10310,2026-08-09,APP,FATURA,Segunda via,Sao Paulo,Ribeirão Preto,34,S,N,4,Conecta Plus,Cliente solicita segunda via da fatura por e-mail.
CHM-10066,2026-07-25,chat,cancelamento,Cancelamento por insatisfação,Rio de Janeiro,Duque de Caxias,15,N,N,,Conecta Básico,Cliente pede cancelamento citando insatisfação com o atendimento.
CHM-10185,2026-07-22,Chat,Plano,Dúvida sobre franquia,RS,Caxias do Sul,5,1,0,4,Conecta Plus,Cliente quer saber quantos GB restam na franquia do mês.
CHM-10001,2026-08-21,App,Plano,Dúvida sobre franquia,Rio de Janeiro,Niterói,4,Sim,não,3,Conecta Plus,Cliente quer saber quantos GB restam na franquia do mês.
CHM-10248,2026-07-03,Loja Física,Cobertura,Sinal instável,ba,Feira de Santana,34,0,1,2,Conecta Família,Cliente relata quedas frequentes de sinal durante o dia.
CHM-10193,2026-06-11,telefone,Portabilidade,Portabilidade não concluída,ce,Fortaleza,12,Não,1,3,Conecta Plus,Cliente relata que a portabilidade não foi concluída no prazo informado.
CHM-10287,,loja física,cancelamento,Cancelamento de linha,RS,Caxias do Sul,31,sim,N,5,Conecta Família,Cliente solicita encerramento de uma linha do plano família.
CHM-10103,2026-06-15,loja física,tecnico,Falha na instalação,rs,Caxias do Sul,5,1,0,4,Conecta Plus,Cliente relata problema durante instalação de internet fixa.
CHM-10246,2026-08-13,Telefone,Portabilidade,Dúvida sobre prazo de portabilidade,pe,Recife,11,Sim,não,4,N/A,Cliente pergunta quanto tempo leva o processo de portabilidade.
CHM-10273,2026-06-25,chat,plano,Adição de pacote de dados,mg,Belo Horizonte,16,Não,Sim,1,Conecta Família,Cliente pede adição de pacote extra de internet móvel.
CHM-10171,,APP,Cancelamento,Cancelamento de linha,Ceará,Sobral,13,sim,Não,4,Conecta Básico,Cliente solicita encerramento de uma linha do plano família.
CHM-10175,2026-06-09,CHAT,fatura,Cobrança indevida,Ceará,Sobral,12,1,Não,5,Conecta Plus,Cliente relata cobrança de valor não reconhecido na fatura do mês.
CHM-10244,2026-08-07,Loja fisica,fatura,Contestação de valor,Pernambuco,Recife,31,Sim,Não,5,Conecta Plus,Cliente contesta valor acima do esperado e pede revisão.
CHM-10163,2026-08-06,app,Portabilidade,Portabilidade não concluída,Minas Gerais,Uberlândia,6,sim,não,5,Conecta Família,Cliente relata que a portabilidade não foi concluída no prazo informado.
CHM-10232,2026-06-24,App,portabilidade,Status de portabilidade,Ceará,Fortaleza,16,1,não,4,Conecta Plus,Cliente quer acompanhar o status da portabilidade em andamento.
CHM-10213,2026-07-27,APP,Cancelamento,Cancelamento por mudança de operadora,rs,Caxias do Sul,13,Não,1,2,Conecta Básico,Cliente informa que já solicitou portabilidade para outra operadora.
CHM-10038,2026-08-07,Chat,cobertura,Sinal instável,mg,Belo Horizonte,10,sim,0,,Conecta Básico,Cliente relata quedas frequentes de sinal durante o dia.
CHM-10111,2026-06-16,telefone,portabilidade,Status de portabilidade,Rio de Janeiro,Niterói,25,sim,0,5,Conecta Plus,Cliente quer acompanhar o status da portabilidade em andamento.
CHM-10233,2026-08-18,Chat,Tecnico,Falha na instalação,Sao Paulo,Ribeirão Preto,25,1,0,3,Conecta Família,Cliente relata problema durante instalação de internet fixa.
CHM-10290,2026-07-06,Loja fisica,Plano,Dúvida sobre franquia,Rio de Janeiro,Duque de Caxias,35,N,S,1,N/A,Cliente quer saber quantos GB restam na franquia do mês.
CHM-10278,2026-08-18,telefone,plano,Dúvida sobre franquia,Bahia,Feira de Santana,30,sim,não,3,Conecta Família,Cliente quer saber quantos GB restam na franquia do mês.
CHM-10127,2026-08-10,CHAT,plano,Troca de plano,Pernambuco,Olinda,8,1,N,,Conecta Básico,Cliente solicita migração para outro plano da ConectaTel.
CHM-10060,2026-07-29,TELEFONE,Portabilidade,Status de portabilidade,São Paulo,Campinas,10,não,sim,2,Conecta Família,Cliente quer acompanhar o status da portabilidade em andamento.
CHM-10121,2026-06-25,CHAT,Outros,Solicitação de fatura detalhada,rs,Porto Alegre,22,S,N,5,Conecta Família,Cliente pede detalhamento de consumo por linha na fatura.
CHM-10218,2026-07-25,TELEFONE,Outros,Solicitação de fatura detalhada,MG,Uberlândia,23,S,Não,4,Conecta Família,Cliente pede detalhamento de consumo por linha na fatura.
CHM-10249,2026-08-21,app,portabilidade,Status de portabilidade,RJ,Rio de Janeiro,23,S,0,5,Conecta Família,Cliente quer acompanhar o status da portabilidade em andamento.
CHM-10137,2026-07-26,chat,plano,Dúvida sobre franquia,pr,Londrina,34,S,0,4,Conecta Básico,Cliente quer saber quantos GB restam na franquia do mês.
CHM-10226,2026-08-15,App,tecnico,Aparelho não conecta,Paraná,Curitiba,17,sim,não,4,Conecta Plus,Cliente relata que o aparelho não conecta à rede após configurar novo chip.
CHM-10247,2026-08-20,app,Cobertura,Lentidão na internet,PE,Recife,5,Não,S,2,Conecta Plus,Cliente relata velocidade abaixo do contratado.
CHM-10239,2026-06-26,Chat,cancelamento,Cancelamento por insatisfação,pr,Curitiba,14,sim,0,5,Conecta Básico,Cliente pede cancelamento citando insatisfação com o atendimento.
CHM-10229,2026-07-16,app,Outros,Solicitação de fatura detalhada,mg,Belo Horizonte,16,sim,não,3,Conecta Família,Cliente pede detalhamento de consumo por linha na fatura.
CHM-10228,2026-06-06,App,portabilidade,Status de portabilidade,Bahia,Salvador,26,Sim,N,4,Conecta Plus,Cliente quer acompanhar o status da portabilidade em andamento.
CHM-10224,2026-06-29,loja física,Outros,Sugestão,pr,Londrina,30,sim,Não,4,Conecta Família,Cliente sugere melhoria no aplicativo da ConectaTel.
CHM-10207,2026-07-18,Chat,Tecnico,Falha na instalação,PE,Olinda,14,1,não,4,Conecta Família,Cliente relata problema durante instalação de internet fixa.
CHM-10081,2026-07-07,telefone,tecnico,Falha na instalação,RJ,Niterói,24,S,não,4,Conecta Plus,Cliente relata problema durante instalação de internet fixa.
CHM-10170,2026-08-14,Telefone,plano,Dúvida sobre franquia,sp,Ribeirão Preto,24,sim,N,3,Conecta Plus,Cliente quer saber quantos GB restam na franquia do mês.
CHM-10168,2026-07-06,Telefone,Cancelamento,Cancelamento por mudança de operadora,ba,Feira de Santana,32,sim,não,5,Conecta Família,Cliente informa que já solicitou portabilidade para outra operadora.
CHM-10101,2026-07-13,Loja Física,Cancelamento,Cancelamento por mudança de operadora,Paraná,Londrina,12,N,1,2,Conecta Plus,Cliente informa que já solicitou portabilidade para outra operadora.
CHM-10018,2026-07-25,Chat,cobertura,Sinal instável,Minas Gerais,Uberlândia,29,não,S,2,Conecta Plus,Cliente relata quedas frequentes de sinal durante o dia.
CHM-10048,2026-08-04,chat,portabilidade,Dúvida sobre prazo de portabilidade,mg,Juiz de Fora,32,1,N,3,Conecta Básico,Cliente pergunta quanto tempo leva o processo de portabilidade.
CHM-10169,2026-07-19,app,cancelamento,Cancelamento por insatisfação,pr,Londrina,13,S,Não,5,Conecta Plus,Cliente pede cancelamento citando insatisfação com o atendimento.
CHM-10289,2026-08-16,telefone,portabilidade,Status de portabilidade,SP,Santos,22,1,Não,4,Conecta Básico,Cliente quer acompanhar o status da portabilidade em andamento.
CHM-10263,2026-07-01,CHAT,Cancelamento,Cancelamento por insatisfação,Ceará,Fortaleza,20,Sim,Não,4,Conecta Básico,Cliente pede cancelamento citando insatisfação com o atendimento.
CHM-10079,2026-08-19,TELEFONE,tecnico,Aparelho não conecta,Paraná,Curitiba,30,não,S,3,Conecta Família,Cliente relata que o aparelho não conecta à rede após configurar novo chip.
CHM-10028,2026-06-30,TELEFONE,plano,Troca de plano,pe,Olinda,28,Sim,0,5,Conecta Básico,Cliente solicita migração para outro plano da ConectaTel.
CHM-10133,2026-07-02,Loja fisica,cancelamento,Cancelamento de linha,RJ,Niterói,2,S,0,3,N/A,Cliente solicita encerramento de uma linha do plano família.
CHM-10056,2026-08-01,APP,Outros,Sugestão,CE,Fortaleza,16,N,1,,Conecta Plus,Cliente sugere melhoria no aplicativo da ConectaTel.
CHM-10007,2026-08-10,CHAT,portabilidade,Portabilidade não concluída,PR,Londrina,,N,não,1,Conecta Família,Cliente relata que a portabilidade não foi concluída no prazo informado.
CHM-10227,2026-08-12,TELEFONE,portabilidade,Dúvida sobre prazo de portabilidade,sp,Ribeirão Preto,16,sim,N,5,Conecta Família,Cliente pergunta quanto tempo leva o processo de portabilidade.
CHM-10075,2026-06-06,telefone,Cancelamento,Cancelamento por insatisfação,Sao Paulo,São Paulo,23,Sim,não,5,Conecta Plus,Cliente pede cancelamento citando insatisfação com o atendimento.
CHM-10135,,Loja fisica,plano,Cancelamento de complemento,rj,Duque de Caxias,33,sim,0,4,Conecta Plus,Cliente pede remoção de serviço adicional contratado.
CHM-10187,2026-08-23,CHAT,Fatura,Dúvida sobre desconto,Minas Gerais,Belo Horizonte,16,S,0,5,Conecta Plus,Cliente pergunta sobre desconto de fidelidade aplicado.
CHM-10269,2026-06-20,APP,plano,Dúvida sobre franquia,BA,Feira de Santana,15,não,Sim,2,Conecta Básico,Cliente quer saber quantos GB restam na franquia do mês.
CHM-10049,2026-07-20,Loja Física,cobertura,Área sem cobertura 4G/5G,Pernambuco,Recife,33,N,0,,Conecta Família,Cliente pergunta sobre previsão de cobertura 5G na região.
CHM-10223,2026-06-13,Chat,cobertura,Área sem cobertura 4G/5G,Paraná,Londrina,11,1,não,,Conecta Básico,Cliente pergunta sobre previsão de cobertura 5G na região.
CHM-10147,2026-06-17,App,outros,Solicitação de fatura detalhada,Minas Gerais,Juiz de Fora,19,Sim,0,5,Conecta Plus,Cliente pede detalhamento de consumo por linha na fatura.
CHM-10202,2026-06-08,Telefone,Tecnico,Chip não funciona,CE,Sobral,24,não,1,,Conecta Plus,Cliente relata chip novo sem funcionamento após ativação.
CHM-10296,2026-06-26,Loja fisica,FATURA,Dúvida sobre desconto,MG,Uberlândia,32,não,Não,1,Conecta Plus,Cliente pergunta sobre desconto de fidelidade aplicado.
CHM-10172,2026-08-18,telefone,portabilidade,Portabilidade não concluída,SP,Campinas,11,Não,1,2,Conecta Básico,Cliente relata que a portabilidade não foi concluída no prazo informado.
CHM-10306,,App,Outros,Sugestão,rs,Caxias do Sul,22,sim,não,4,Conecta Plus,Cliente sugere melhoria no aplicativo da ConectaTel.
CHM-10305,2026-07-20,Loja Física,plano,Adição de pacote de dados,ba,Feira de Santana,7,sim,N,,Conecta Família,Cliente pede adição de pacote extra de internet móvel.
CHM-10124,2026-06-08,CHAT,fatura,Cobrança indevida,Minas Gerais,Belo Horizonte,,S,Não,3,Conecta Família,Cliente relata cobrança de valor não reconhecido na fatura do mês.
CHM-10015,2026-07-02,CHAT,FATURA,Dúvida sobre desconto,pr,Curitiba,22,S,0,4,Conecta Básico,Cliente pergunta sobre desconto de fidelidade aplicado.
CHM-10100,2026-07-28,APP,Portabilidade,Status de portabilidade,MG,Uberlândia,25,não,1,1,Conecta Básico,Cliente quer acompanhar o status da portabilidade em andamento.
CHM-10285,2026-06-26,chat,Cobertura,Sinal instável,RJ,Duque de Caxias,30,não,1,,Conecta Básico,Cliente relata quedas frequentes de sinal durante o dia.
CHM-10042,2026-06-26,TELEFONE,Plano,Adição de pacote de dados,RJ,Rio de Janeiro,21,0,S,2,Conecta Plus,Cliente pede adição de pacote extra de internet móvel.
CHM-10115,2026-08-24,TELEFONE,Outros,Sugestão,Minas Gerais,Uberlândia,35,Não,0,1,Conecta Plus,Cliente sugere melhoria no aplicativo da ConectaTel.
CHM-10087,2026-06-07,app,fatura,Segunda via,Pernambuco,Olinda,26,N,N,3,Conecta Básico,Cliente solicita segunda via da fatura por e-mail.
CHM-10096,2026-08-21,APP,Cobertura,Área sem cobertura 4G/5G,pe,Olinda,6,1,não,4,Conecta Básico,Cliente pergunta sobre previsão de cobertura 5G na região.
CHM-10051,2026-07-01,App,portabilidade,Portabilidade não concluída,Rio de Janeiro,Duque de Caxias,8,Não,Sim,2,Conecta Plus,Cliente relata que a portabilidade não foi concluída no prazo informado.
CHM-10177,2026-06-22,Loja Física,fatura,Cobrança indevida,RS,Caxias do Sul,18,1,0,5,Conecta Básico,Cliente relata cobrança de valor não reconhecido na fatura do mês.
CHM-10262,2026-07-12,APP,Outros,Elogio,mg,Uberlândia,18,0,Sim,2,Conecta Família,Cliente elogia atendimento recebido em contato anterior.
CHM-10114,2026-08-14,loja física,Portabilidade,Portabilidade não concluída,rj,Rio de Janeiro,20,0,1,3,Conecta Plus,Cliente relata que a portabilidade não foi concluída no prazo informado.
CHM-10293,2026-06-04,telefone,outros,Sugestão,CE,Fortaleza,32,N,1,1,Conecta Família,Cliente sugere melhoria no aplicativo da ConectaTel.
CHM-10280,2026-07-09,App,Outros,Elogio,MG,Belo Horizonte,19,sim,Não,3,Conecta Família,Cliente elogia atendimento recebido em contato anterior.
CHM-10030,,Loja fisica,Cancelamento,Cancelamento por mudança de operadora,Rio de Janeiro,Niterói,10,S,não,5,Conecta Família,Cliente informa que já solicitou portabilidade para outra operadora.
CHM-10132,2026-06-11,TELEFONE,cancelamento,Cancelamento de linha,MG,Uberlândia,21,S,0,4,Conecta Plus,Cliente solicita encerramento de uma linha do plano família.
CHM-10214,2026-08-14,chat,Técnico,Falha na instalação,mg,Juiz de Fora,5,N,S,,Conecta Família,Cliente relata problema durante instalação de internet fixa.
CHM-10272,2026-06-17,Loja fisica,plano,Cancelamento de complemento,Rio Grande do Sul,Porto Alegre,17,Sim,Não,5,Conecta Plus,Cliente pede remoção de serviço adicional contratado.
CHM-10186,2026-07-01,Loja Física,outros,Solicitação de fatura detalhada,PR,Londrina,7,sim,não,3,Conecta Básico,Cliente pede detalhamento de consumo por linha na fatura.
CHM-10317,2026-08-24,loja física,outros,Solicitação de fatura detalhada,BA,Salvador,19,Sim,N,5,Conecta Básico,Cliente pede detalhamento de consumo por linha na fatura.
CHM-10138,2026-06-19,app,outros,Elogio,pr,Curitiba,30,Sim,Não,,Conecta Básico,Cliente elogia atendimento recebido em contato anterior.
CHM-10151,2026-06-10,TELEFONE,Portabilidade,Dúvida sobre prazo de portabilidade,São Paulo,São Paulo,29,Sim,Não,,Conecta Plus,Cliente pergunta quanto tempo leva o processo de portabilidade.
CHM-10027,2026-06-21,loja física,cobertura,Sinal instável,Ceará,Fortaleza,19,S,N,4,Conecta Básico,Cliente relata quedas frequentes de sinal durante o dia.
CHM-10298,2026-06-27,telefone,cobertura,Lentidão na internet,rj,Rio de Janeiro,,Sim,não,5,Conecta Básico,Cliente relata velocidade abaixo do contratado.
CHM-10117,2026-08-16,Chat,portabilidade,Portabilidade não concluída,CE,Fortaleza,5,S,N,4,N/A,Cliente relata que a portabilidade não foi concluída no prazo informado.
CHM-10240,2026-07-08,CHAT,cobertura,Lentidão na internet,Pernambuco,Olinda,17,1,Não,5,Conecta Básico,Cliente relata velocidade abaixo do contratado.
CHM-10065,2026-06-20,Loja Física,Fatura,Cobrança indevida,PE,Olinda,10,S,Não,3,Conecta Família,Cliente relata cobrança de valor não reconhecido na fatura do mês.
CHM-10112,2026-08-10,Telefone,Portabilidade,Status de portabilidade,Ceará,Sobral,6,não,sim,1,Conecta Plus,Cliente quer acompanhar o status da portabilidade em andamento.
CHM-10220,2026-07-07,loja física,tecnico,Aparelho não conecta,Minas Gerais,Belo Horizonte,10,N,não,2,N/A,Cliente relata que o aparelho não conecta à rede após configurar novo chip.
CHM-10205,2026-07-27,Loja Física,outros,Solicitação de fatura detalhada,PR,Londrina,3,Sim,Não,5,Conecta Plus,Cliente pede detalhamento de consumo por linha na fatura.
CHM-10094,2026-06-24,telefone,Cancelamento,Cancelamento de linha,mg,Belo Horizonte,12,S,Não,3,N/A,Cliente solicita encerramento de uma linha do plano família.
CHM-10160,2026-07-11,CHAT,Cobertura,Sem sinal,MG,Juiz de Fora,4,S,N,5,Conecta Plus,Cliente relata ausência total de sinal na região.
CHM-10243,2026-06-14,CHAT,Portabilidade,Dúvida sobre prazo de portabilidade,Sao Paulo,Santos,22,N,S,1,Conecta Básico,Cliente pergunta quanto tempo leva o processo de portabilidade.
CHM-10216,2026-08-11,Chat,portabilidade,Dúvida sobre prazo de portabilidade,Rio Grande do Sul,Porto Alegre,4,Não,S,,Conecta Plus,Cliente pergunta quanto tempo leva o processo de portabilidade.
CHM-10210,2026-06-26,APP,Cobertura,Sinal instável,Paraná,Curitiba,24,0,S,3,Conecta Família,Cliente relata quedas frequentes de sinal durante o dia.
CHM-10183,2026-07-06,Loja Física,Tecnico,Erro de configuração de APN,RS,Caxias do Sul,,N,1,1,N/A,Cliente pede ajuda para configurar APN manualmente.
CHM-10201,2026-07-27,APP,fatura,Segunda via,MG,Uberlândia,27,1,0,4,Conecta Básico,Cliente solicita segunda via da fatura por e-mail.
CHM-10039,2026-07-07,loja física,plano,Troca de plano,CE,Fortaleza,27,não,S,,Conecta Básico,Cliente solicita migração para outro plano da ConectaTel.
CHM-10292,2026-07-13,Telefone,portabilidade,Portabilidade não concluída,BA,Feira de Santana,21,S,N,5,Conecta Plus,Cliente relata que a portabilidade não foi concluída no prazo informado.
CHM-10257,2026-07-30,chat,Fatura,Valor divergente,ba,Salvador,32,1,Não,,Conecta Família,Cliente questiona diferença entre valor contratado e valor cobrado.
CHM-10014,2026-08-09,App,fatura,Contestação de valor,MG,Juiz de Fora,7,sim,0,,Conecta Família,Cliente contesta valor acima do esperado e pede revisão.
CHM-10237,2026-06-12,Loja fisica,Técnico,Aparelho não conecta,BA,Feira de Santana,7,0,S,1,Conecta Básico,Cliente relata que o aparelho não conecta à rede após configurar novo chip.
CHM-10054,2026-08-24,CHAT,outros,Dúvida geral,BA,Feira de Santana,16,sim,Não,3,Conecta Básico,Cliente com dúvida geral sobre serviços da ConectaTel.
